"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","KP","AT","SOT","TkW","DIS","YC","RC","Pen","ACNC","Int","CLR","CoS","BS","AER","SBON","SBOF","PKM","PKD","OG","GAO","CS"
"*070cj*","Noah Okafor","LEE","F","198","FA","BOU Sat 3:00PM","19.88","19.88","15%","+7.8%","1","1","69","1","0","0","1","0","1","0","0","0","0","1","0","6","0","0","0","1","0","0","0","1","0"
"*03gu4*","Harry Maguire","MUN","D","203","FA","@BRF Sat 12:30PM","19.78","19.78","12%","+1.6%","1","1","69","0","1","1","0","1","1","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","1"
"*068yc*","Yasin Ayari","BHA","M","103","FA","@CHE Sat 3:00PM","19.45","19.45","19%","+13.2%","1","1","90","1","1","0","2","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2","0"
"*03rxs*","Harry Wilson","FUL","M","134","FA","@AVL Sun 2:00PM","18.65","18.65","56%","+9.4%","1","1","85","1","3","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0"
"*0700p*","Malick Thiaw","NEW","D","248","FA","ARS Sun 4:30PM","16.16","16.16","6%","0%","1","1","83","0","0","0","0","0","0","1","0","0","0","4","6","0","2","2","0","1","0","0","0","0","1"
"*062a9*","Sven Botman","NEW","D","154","FA","ARS Sun 4:30PM","15.8","15.8","15%","+2.2%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","1","1","3","0","0","0","0","0","0","1"
"*04qfm*","Ryan Sessegnon","FUL","M","125","FA","@AVL Sun 2:00PM","15.55","15.55","37%","+9.2%","1","1","90","0","0","1","1","2","1","0","0","0","1","0","3","0","1","1","0","0","0","0","0","1","0"
"*06c4o*","Lyle Foster","BUR","F","83","FA","@MCI Sat 3:00PM","15.25","15.25","29%","+5.2%","1","1","85","0","2","1","0","0","1","0","0","0","0","0","1","3","1","2","0","1","0","0","0","1","0"
"*06p4j*","Noussair Mazraoui","MUN","D","214","FA","@BRF Sat 12:30PM","14.51","14.51","42%","+3.3%","1","1","63","0","0","0","0","1","0","0","0","0","2","0","1","2","0","1","0","1","0","0","0","0","1"
"*06v6n*","Quilindschy Hartman","BUR","D","71","W <small>(Tue)</small>","@MCI Sat 3:00PM","14.25","14.25","13%","+4.6%","1","1","90","0","3","0","1","1","1","0","0","0","4","1","1","0","1","0","0","0","0","0","0","1","0"
"*070f4*","Ladislav Krejci","WOL","D","254","FA","@TOT Sat 8:00PM","13.7","13.7","2%","+0.8%","1","1","90","1","1","0","1","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","3","0"
"*06jgr*","Maxime Esteve","BUR","D","73","FA","@MCI Sat 3:00PM","13.7","13.7","13%","+0.4%","1","1","90","0","1","0","0","1","0","0","0","0","0","2","8","0","0","5","0","0","0","0","0","1","0"
"*02lp9*","Kyle Walker","BUR","D","147","FA","@MCI Sat 3:00PM","12.05","12.05","13%","-0.4%","1","1","90","0","0","0","0","2","0","0","0","0","0","1","5","2","1","2","0","0","0","0","0","1","0"
"*070ha*","Florentino Ibrain Morris Luis","BUR","M","274","FA","@MCI Sat 3:00PM","11.1","11.1","3%","+1.3%","1","1","90","0","2","0","0","3","0","1","0","0","0","2","4","1","1","1","0","0","0","0","0","1","0"
"*03zsq*","Kyle Walker-Peters","WHU","D","189","FA","@EVE Mon 8:00PM","11.05","11.05","8%","+0.1%","1","1","90","0","0","0","1","1","0","0","0","0","0","0","1","4","1","2","0","0","0","0","0","2","0"
"*070hd*","Tolu Arokodare","WOL","F","264","FA","@TOT Sat 8:00PM","10.45","10.45","13%","-0.6%","1","1","90","0","1","0","1","1","0","0","0","0","0","0","1","0","0","7","0","0","0","0","0","3","0"
"*06c4h*","Hjalmar Ekdal","BUR","D","72","FA","@MCI Sat 3:00PM","10.3","10.3","5%","-0.1%","1","1","90","0","0","0","1","0","0","0","0","0","0","1","6","0","1","2","0","0","0","0","0","1","0"
"*05o8o*","Jayden Bogle","LEE","D","99","FA","BOU Sat 3:00PM","10.14","10.14","21%","-2%","1","1","82","0","0","1","0","2","5","1","0","0","0","1","4","0","0","1","0","1","0","0","0","1","0"
"*05raa*","Hugo Bueno","WOL","D","121","FA","@TOT Sat 8:00PM","10.1","10.1","15%","+6.8%","1","0","45","0","3","0","0","1","1","0","0","0","5","0","0","1","0","0","1","0","0","0","0","0","0"
"*070bg*","Jackson Tchatchoua","WOL","D","245","FA","@TOT Sat 8:00PM","10.1","10.1","4%","-0.7%","1","1","90","0","2","0","0","3","0","0","0","0","2","0","2","1","0","3","0","0","0","0","0","3","0"
"*05mzz*","Pascal Struijk","LEE","D","112","FA","BOU Sat 3:00PM","10.05","10.05","8%","-0.5%","1","1","90","0","0","0","0","1","1","0","0","0","0","0","11","0","2","2","0","0","0","0","0","1","0"
"*03yqz*","Joe Rodon","LEE","D","61","W <small>(Fri)</small>","BOU Sat 3:00PM","9.8","9.8","19%","-0.4%","1","1","90","0","0","0","0","0","0","0","0","0","0","0","8","0","0","5","0","0","0","0","0","1","0"
"*04ge6*","Joe Willock","NEW","M","298","FA","ARS Sun 4:30PM","9.72","9.72","2%","-1.1%","1","1","61","0","0","0","0","4","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1"
"*04ug0*","Sean Longstaff","LEE","M","197","FA","BOU Sat 3:00PM","9.39","9.39","3%","+0.2%","1","1","82","0","0","0","1","4","2","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0"
"*06v12*","Fer Lopez","WOL","F","281","FA","@TOT Sat 8:00PM","9.2","9.2","7%","-0.9%","1","1","45","0","2","1","0","1","3","1","0","0","1","0","0","1","0","0","0","1","0","0","0","3","0"
"*070hn*","Dilane Bakwa","NOT","F","311","FA","SUN Sat 5:30PM","9.06","9.06","16%","+1.6%","1","1","58","0","1","0","2","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0"
"*04lav*","Ethan Ampadu","LEE","D","186","FA","BOU Sat 3:00PM","9.05","9.05","4%","+0.3%","1","1","90","0","0","0","0","2","0","0","0","0","0","0","5","1","0","2","0","0","0","0","0","1","0"
"*05mxa*","Joel Veltman","BHA","D","228","FA","@CHE Sat 3:00PM","9.05","9.05","2%","+0.7%","1","1","90","0","0","0","0","3","0","0","0","0","1","3","5","0","0","0","0","0","0","0","0","2","0"
"*067x8*","Nico OReilly","MCI","M","234","FA","BUR Sat 3:00PM","8.72","8.72","13%","+0.8%","1","1","86","0","0","0","0","0","0","0","0","0","0","1","6","1","0","1","0","1","0","0","0","0","1"
"*06ab3*","Lewis Miley","NEW","M","292","FA","ARS Sun 4:30PM","8.45","8.45","2%","-0.4%","1","1","90","0","1","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1"
"*05ylw*","Rodrigo Bentancur","TOT","M","209","FA","WOL Sat 8:00PM","7.75","7.75","9%","+0.3%","1","1","60","0","2","0","0","1","0","0","0","0","0","0","1","1","0","3","0","1","0","0","0","2","0"
"*02oq6*","Luke Shaw","MUN","D","180","FA","@BRF Sat 12:30PM","7.55","7.55","9%","-0.3%","1","1","90","0","0","0","0","2","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","1","0"
"*05r34*","Amad Diallo","MUN","M","113","W <small>(Fri)</small>","@BRF Sat 12:30PM","7.3","7.3","97%","-0.2%","1","1","90","0","0","0","0","2","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","1","0"
"*05uhj*","Conor Bradley","LIV","D","300","FA","@CRY Sat 3:00PM","7.05","7.05","51%","-6.3%","1","1","90","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","0"
"*02oq8*","James Ward-Prowse","WHU","M","126","FA","@EVE Mon 8:00PM","6.85","6.85","62%","+0.1%","1","1","90","0","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","0"
"*03dyx*","Josh Laurent","BUR","M","201","FA","@MCI Sat 3:00PM","6.55","6.55","1%","0%","1","1","90","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0"
"*0642l*","Casemiro","MUN","M","178","FA","@BRF Sat 12:30PM","6.3","6.3","7%","-0.8%","1","1","45","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051k0*","John McGinn","AVL","M","127","FA","FUL Sun 2:00PM","6.05","6.05","38%","-2.4%","1","1","90","0","0","0","0","0","1","0","0","0","3","0","1","0","0","1","0","0","0","0","0","1","0"
"*06mn8*","Rodrigo Gomes","WOL","M","166","FA","@TOT Sat 8:00PM","6.05","6.05","7%","-2.7%","1","1","45","0","1","0","0","2","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","3","0"
"*066r9*","Ehor Yarmolyuk","BRF","M","114","FA","MUN Sat 12:30PM","5.95","5.95","6%","-0.7%","1","1","90","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","3","0"
"*06zwj*","Evann Guessand","AVL","F","297","FA","FUL Sun 2:00PM","5.94","5.94","11%","-3.2%","1","1","72","0","0","0","1","0","1","0","0","0","0","0","2","0","1","1","0","1","0","0","0","0","1"
"*06pib*","Manuel Ugarte","MUN","M","260","FA","@BRF Sat 12:30PM","5.9","5.9","5%","-0.1%","1","0","45","0","0","0","0","3","0","0","0","0","0","0","2","0","1","1","1","0","0","0","0","1","0"
"*06mn7*","Lucas Bergvall","TOT","M","85","W <small>(Tue)</small>","WOL Sat 8:00PM","5.76","5.76","59%","+1.7%","1","1","88","0","0","0","0","1","1","0","0","0","0","0","2","2","0","0","0","1","0","0","0","2","0"
"*05gcs*","Sander Berge","FUL","M","160","FA","@AVL Sun 2:00PM","5.7","5.7","2%","+0.1%","1","1","90","0","1","0","0","1","1","0","0","0","0","0","4","0","0","1","0","0","0","0","0","1","0"
"*06y27*","Loum Tchaouna","BUR","F","230","FA","@MCI Sat 3:00PM","5.6","5.6","7%","0%","1","1","80","0","0","0","0","1","0","0","0","0","1","0","2","0","0","1","0","1","0","0","0","1","0"
"*06phe*","Ferdi Kadioglu","BHA","D","309","FA","@CHE Sat 3:00PM","5.33","5.33","7%","-1.3%","1","1","84","0","1","0","0","4","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0"
"*06pe1*","Mateus Goncalo Espanha Fernandes","WHU","M","231","FA","@EVE Mon 8:00PM","5.29","5.29","26%","-6.1%","1","1","77","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","2","0"
"*04f6o*","Will Hughes","CRY","M","169","FA","LIV Sat 3:00PM","5.28","5.28","3%","-0.5%","1","1","64","0","0","0","0","0","0","0","0","0","0","1","2","0","1","1","0","1","0","0","0","1","0"
"*06y59*","Noah Sadiki","SUN","M","152","FA","@NOT Sat 5:30PM","5.16","5.16","3%","-0.1%","1","1","88","0","1","0","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0"
"*06v0p*","Enzo Le Fee","SUN","M","167","FA","@NOT Sat 5:30PM","5.1","5.1","33%","-4.4%","1","1","80","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","0"
"*05opl*","Wesley Fofana","CHE","D","294","FA","BHA Sat 3:00PM","5.01","5.01","8%","-2%","1","1","63","0","0","0","0","1","1","0","0","0","0","1","5","0","1","1","0","1","0","0","0","2","0"
"*06pig*","Morato","NOT","D","337","FA","SUN Sat 5:30PM","4.8","4.8","1%","-0.1%","1","1","90","0","0","0","0","1","0","1","0","0","0","0","4","1","0","1","0","0","0","0","0","1","0"
"*06v0l*","Chris Rigg","SUN","M","352","FA","@NOT Sat 5:30PM","4.62","4.62","1%","0%","1","1","36","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"*06ybq*","Chemsdine Talbi","SUN","F","183","FA","@NOT Sat 5:30PM","4.48","4.48","10%","-1.1%","1","1","79","0","1","0","0","0","1","0","0","0","1","0","2","0","0","0","0","1","0","0","0","1","0"
"*06fwi*","Carlos Baleba","BHA","M","222","FA","@CHE Sat 3:00PM","4.4","4.4","34%","-2.6%","1","1","45","0","0","0","0","2","2","0","0","0","0","0","2","0","0","2","0","1","0","0","0","1","0"
"*04tzt*","Jefferson Lerma","CRY","M","277","FA","LIV Sat 3:00PM","4.38","4.38","1%","0%","1","0","24","0","1","0","1","0","0","1","0","0","0","1","2","0","0","3","1","0","0","0","0","0","0"
"*070g7*","Nick Woltemade","NEW","F","221","W <small>(Fri)</small>","ARS Sun 4:30PM","4.16","4.16","82%","0%","1","1","83","0","0","0","0","0","3","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","1"
"*03yeg*","Tosin Adarabioyo","CHE","D","108","W <small>(Fri)</small>","BHA Sat 3:00PM","4.14","4.14","41%","-3%","1","0","82","0","0","0","0","0","0","1","0","0","0","1","6","0","1","3","1","0","0","0","0","2","0"
"*04o82*","Curtis Jones","LIV","M","225","FA","@CRY Sat 3:00PM","4.06","4.06","6%","-0.2%","1","0","28","0","0","0","0","2","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0"
"*04hk9*","Mikel Merino","ARS","M","223","FA","@NEW Sun 4:30PM","4.05","4.05","31%","-4.5%","1","1","45","0","1","0","0","0","2","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"*06rma*","Marshall Munetsi","WOL","M","176","FA","@TOT Sat 8:00PM","3.9","3.9","16%","-1.3%","1","0","45","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"*06kx1*","Justin Devenny","CRY","M","288","FA","LIV Sat 3:00PM","3.9","3.9","1%","0%","1","0","45","0","0","0","0","1","1","0","0","0","0","0","0","2","0","1","1","0","0","0","0","1","0"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","255","FA","@TOT Sat 8:00PM","3.8","3.8","17%","-1.4%","1","1","45","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","1","0","0","0","3","0"
"*06r5b*","Diego Gomez","BHA","M","271","FA","@CHE Sat 3:00PM","3.8","3.8","12%","+10.2%","1","0","45","0","1","0","0","2","0","1","0","0","1","0","0","0","0","2","1","0","0","0","0","1","0"
"*03r8x*","Callum Wilson","WHU","F","174","FA","@EVE Mon 8:00PM","3.66","3.66","23%","-6%","1","1","58","0","0","0","0","0","2","0","0","0","0","0","0","1","1","1","0","1","0","0","0","1","0"
"*06zce*","Jhon Arias","WOL","M","243","FA","@TOT Sat 8:00PM","3.64","3.64","23%","-1.5%","1","0","17","0","2","0","0","0","1","0","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0"
"*068a0*","Andrey Santos","CHE","M","320","FA","BHA Sat 3:00PM","3.61","3.61","1%","+0.2%","1","0","68","0","0","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","1","0"
"*05gcc*","Kiernan Dewsbury-Hall","EVE","M","80","W <small>(Fri)</small>","WHU Mon 8:00PM","3.6","3.6","85%","-0.4%","1","1","90","0","2","0","0","0","5","1","0","0","0","1","0","1","0","3","0","0","0","0","0","2","0"
"*068n8*","Noni Madueke","ARS","M","135","W <small>(Fri)</small>","@NEW Sun 4:30PM","3.4","3.4","87%","-10.4%","1","1","45","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"*06nyw*","Jorge Cuenca","FUL","D","318","FA","@AVL Sun 2:00PM","3.31","3.31","0%","0%","1","0","3","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0"
"*05rl4*","Crysencio Summerville","WHU","M","200","FA","@EVE Mon 8:00PM","3.04","3.04","32%","-6.8%","1","1","77","0","0","0","0","0","3","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","0"
"*06uyd*","Diego Coppola","BHA","D","368","FA","@CHE Sat 3:00PM","3.03","3.03","1%","0%","1","0","14","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","1","0","0","0","0","1","0"
"*070gu*","Alex Jimenez","BOU","D","373","FA","@LEE Sat 3:00PM","2.9","2.9","3%","-1.2%","1","1","45","0","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"*061vp*","Brenden Aaronson","LEE","M","208","FA","BOU Sat 3:00PM","2.76","2.76","8%","-1.8%","1","1","88","0","0","0","0","1","3","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0"
"*02lk5*","Jordan Henderson","BRF","M","172","FA","MUN Sat 12:30PM","2.71","2.71","4%","-0.5%","1","1","73","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3","0"
"*05t6y*","Hannibal Mejbri","BUR","M","282","FA","@MCI Sat 3:00PM","2.56","2.56","2%","-0.1%","1","0","8","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0"
"*05uel*","Kristoffer Ajer","BRF","D","287","FA","MUN Sat 12:30PM","2.55","2.55","0%","0%","1","0","15","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0"
"*04ge7*","Donyell Malen","AVL","F","317","FA","FUL Sun 2:00PM","2.22","2.22","18%","-0.9%","1","0","16","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*070ho*","Lutsharel Geertruida","SUN","D","366","FA","@NOT Sat 5:30PM","2.16","2.16","1%","-0.2%","1","0","8","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0"
"*051kl*","Emiliano Buendia","AVL","M","241","FA","FUL Sun 2:00PM","2.14","2.14","9%","-7.7%","1","1","57","0","0","0","0","1","3","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0"
"*06uzy*","Ao Tanaka","LEE","M","301","FA","BOU Sat 3:00PM","2.12","2.12","4%","-0.1%","1","0","6","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0"
"*06rm7*","Nico Gonzalez","MCI","M","196","FA","BUR Sat 3:00PM","2.01","2.01","12%","-1.6%","1","0","13","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","1","0"
"*06o2t*","Niclas Fullkrug","WHU","F","257","W <small>(Fri)</small>","@EVE Mon 8:00PM","2","2","30%","-2.4%","1","0","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*04ge9*","Eddie Nketiah","CRY","F","376","FA","LIV Sat 3:00PM","1.93","1.93","4%","0%","1","0","14","0","1","0","0","0","1","0","0","0","0","0","1","0","0","2","1","0","0","0","0","0","0"
"*06fhy*","Wilson Odobert","TOT","F","306","FA","WOL Sat 8:00PM","1.92","1.92","7%","-4.5%","1","1","71","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"*05yg5*","Toti","WOL","D","278","FA","@TOT Sat 8:00PM","1.92","1.92","3%","-0.6%","1","1","71","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","1","0","0","0","3","0"
"*06p5s*","Brajan Gruda","BHA","M","235","FA","@CHE Sat 3:00PM","1.89","1.89","26%","-5.2%","1","1","62","0","1","0","0","0","3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0"
"*061ve*","Ryan Christie","BOU","M","331","FA","@LEE Sat 3:00PM","1.77","1.77","18%","-0.2%","1","0","26","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0"
"*05ts6*","Yerson Mosquera","WOL","D","314","FA","@TOT Sat 8:00PM","1.67","1.67","2%","-0.1%","1","1","71","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","3","0"
"*02lv9*","James Milner","BHA","M","237","FA","@CHE Sat 3:00PM","1.67","1.67","1%","0%","1","0","26","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
"*06clz*","Malo Gusto","CHE","D","238","FA","BHA Sat 3:00PM","1.5","1.5","27%","-1.5%","1","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*06mx0*","Leny Yoro","MUN","D","133","FA","@BRF Sat 12:30PM","1.38","1.38","38%","-6%","1","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"*06pic*","Andre","WOL","M","258","FA","@TOT Sat 8:00PM","1.34","1.34","2%","-0.4%","1","0","17","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"*06v0s*","Eliezer Mayenda","SUN","F","211","FA","@NOT Sat 5:30PM","1.18","1.18","29%","-3%","1","0","9","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"*05r4h*","Lamare Bogarde","AVL","D","279","FA","FUL Sun 2:00PM","1.14","1.14","0%","-0.1%","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*06v0j*","Dan Neil","SUN","M","389","FA","@NOT Sat 5:30PM","1.02","1.02","0%","0%","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"*05tqz*","Rico Henry","BRF","D","347","FA","MUN Sat 12:30PM","0.96","0.96","1%","0%","1","0","23","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"*05y7c*","Archie Gray","TOT","M","327","FA","WOL Sat 8:00PM","0.92","0.92","2%","-0.1%","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"*02y6o*","Nathan Ake","MCI","D","349","FA","BUR Sat 3:00PM","0.92","0.92","3%","+0.2%","1","0","21","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","1","0"
"*02lnx*","Danny Welbeck","BHA","F","319","FA","@CHE Sat 3:00PM","0.78","0.78","33%","-3%","1","0","14","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"*06fxu*","Ibrahim Sangare","NOT","M","216","FA","SUN Sat 5:30PM","0.76","0.76","3%","-0.5%","1","0","13","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"*0521z*","James Justin","LEE","D","391","FA","BOU Sat 3:00PM","0.62","0.62","1%","0%","1","0","6","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"*065ao*","Ethan Nwaneri","ARS","M","328","FA","@NEW Sun 4:30PM","0.6","0.6","24%","-0.3%","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*05t6x*","William Osula","NEW","F","227","FA","ARS Sun 4:30PM","0.6","0.6","9%","-1.7%","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"*03pig*","Jamaal Lascelles","NEW","D","395","FA","ARS Sun 4:30PM","0.6","0.6","0%","0%","1","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"*04qrc*","Raul Jimenez","FUL","F","344","FA","@AVL Sun 2:00PM","0.43","0.43","42%","-3.1%","1","0","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
